ResponseId,lgo_1,lgo_2,lgo_3,lgo_4,lgo_5,ppgo_1,ppgo_2,ppgo_3,ppgo_4,pago_1,pago_2,pago_3,pago_4,ti_go_First Click,ti_go_Last Click,ti_go_Page Submit,ti_go_Click Count,leadid_1,leadid_2,leadid_3,leadid_4,senpow_1,senpow_2,senpow_3,senpow_4,senpow_5,senpow_6,senpow_7,senpow_8,ti_senpow_First Click,ti_senpow_Last Click,ti_senpow_Page Submit,ti_senpow_Click Count,trpr_1,trpr_2,trpr_3,trpr_4,trpr_5,trpr_6,trpr_7,trpr_8,ti_trpr_First Click,ti_trpr_Last Click,ti_trpr_Page Submit,ti_trpr_Click Count,gsel_1,gsel_2,gsel_3,gsel_4,gsel_5,gsel_6,ti_gsel_First Click,ti_gsel_Last Click,ti_gsel_Page Submit,ti_gsel_Click Count,loco_1,loco_2,loco_3,loco_4,loco_5,loco_6,loco_7,loco_8,loco_9,loco_10,loco_11,loco_12,assess_1,assess_2,assess_3,assess_4,assess_5,assess_6,assess_7,assess_8,assess_9,assess_10,assess_11,assess_12,ti_regfoc_First Click,ti_regfoc_Last Click,ti_regfoc_Page Submit,ti_regfoc_Click Count,claim_1,claim_2,claim_3,claim_4,claim_5,grant_1,grant_2,grant_3,grant_4,grant_5,ti_clagra_First Click,ti_clagra_Last Click,ti_clagra_Page Submit,ti_clagra_Click Count,extra_1,extra_2,extra_3,extra_4,extra_5,extra_6,extra_7,extra_8,extra_9,extra_10,ti_extra_First Click,ti_extra_Last Click,ti_extra_Page Submit,ti_extra_Click Count,pace_1,ti_pace_First Click,ti_pace_Last Click,ti_pace_Page Submit,ti_pace_Click Count,grw_1,fix_1,grw_2,fix_2,fix_3,grw_3,grw_4,fix_4,ti_ent_First Click,ti_ent_Last Click,ti_ent_Page Submit,ti_ent_Click Count,impos_1,impos_2,impos_3,impos_4,impos_5,ti_impos_First Click,ti_impos_Last Click,ti_impos_Page Submit,ti_impos_Click Count,ti_pdo_First Click,ti_pdo_Last Click,ti_pdo_Page Submit,ti_pdo_Click Count,pdo_1,pdo_2,pdo_3,pdo_4,pdo_5,pdo_6,pdo_7,pdo_8,checkis5,sstatus_1,sstatus_2,sstatus_3,sstatus_4,sstatus_5,ti_sstat_First Click,ti_sstat_Last Click,ti_sstat_Page Submit,ti_sstat_Click Count,pas_1,pas_2,pas_3,pas_4,pas_5,pas_6,pas_7,pas_8,pas_9,pas_10,nas_1,nas_2,nas_3,nas_4,nas_5,nas_6,nas_7,nas_18,nas_9,nas_10,ti_panas_First Click,ti_panas_Last Click,ti_panas_Page Submit,ti_panas_Click Count,gse_1,gse_2,gse_3,gse_4,gse_5,gse_6,gse_7,gse_8,ti_gse_First Click,ti_gse_Last Click,ti_gse_Page Submit,ti_gse_Click Count,voieff_1,voieff_2,voieff_3,voieff_4,voieff_5,voieff_6,ti_voieff_First Click,ti_voieff_Last Click,ti_voieff_Page Submit,ti_voieff_Click Count,creaid_1,creaid_2,creaid_3,crse_1,crse_2,crse_3,ti_crse_First Click,ti_crse_Last Click,ti_crse_Page Submit,ti_crse_Click Count,sdes_1,sdes_2,sdes_3,sdes_4,sdes_5,sdes_6,sdes_7,sdes_8,sdes_9,sdes_10,checkis6,ti_sdes_First Click,ti_sdes_Last Click,ti_sdes_Page Submit,ti_sdes_Click Count,male,age,firstgen,wei,tall_1,tall_2,race,engl,lang,gpa,predi1,predi2_1,predi2_2,wexp,supexp,exc,ppo,soft,regr,corr,mmed,Sections
R_1JcSeh7k9kq3Oz7,6,7,6,6,5,4,4,6,3,4,4,3,4,5.388,140.478,141.804,15,4,3,5,3,5,2,5,5,5,2,3,3,10.228,34.612,36.537,9,5,6,3,3,6,6,6,3,4.507,32.285,33.687,9,3,4,4,5,4,5,10.049,28.349,29.478,6,6,3,5,7,6,4,6,5,2,4,4,5,2,5,5,1,1,2,2,2,5,1,3,3,6.346,133.248,134.263,26,6,5,6,5,5,5,5,5,5,5,7.198,35.179,36.498,12,6,3,2,4,5,4,6,4,7,2,37.718,70.259,72.748,10,2,10.378,10.378,15.773,1,7,1,7,1,1,7,6,1,4.297,28.054,35.626,9,5,3,5,4,2,16.632,43.558,44.551,6,10.622,93.922,101.145,11,5,5,3,3,1,3,2,4,5,4,5,5,4,6,7.182,19.715,22.073,5,4,5,5,5,4,4,4,3,4,4,1,1,1,1,2,1,1,1,1,1,7.787,48.247,50.744,21,6,6,6,7,6,6,5,6,3.886,47.323,48.266,8,6,5,5,4,5,5,6.291,25.212,26.635,6,5,4,4,3,5,6,4.27,26.832,28.143,6,7,7,6,6,3,5,4,2,2,5,6,8.067,63.022,66.643,12,1,20,0,223,6,4,1,4,1,3.62,85,6,4,4,2,4,4,4,5,5,4,Spring 2025 OBHR 33000-006 LEC
R_3vyo8waY6i02Vep,7,7,7,7,7,1,7,5,4,2,7,6,4,20.526,470.944,471.778,20,7,7,7,7,6,1,7,6,7,1,2,5,8.281,34.308,35.747,9,6,5,5,4,5,5,6,5,12.654,29.448,32.324,9,3,7,7,7,7,7,14.979,39.622,40.098,7,7,7,7,7,7,3,7,6,1,7,5,7,1,1,7,6,2,6,7,7,7,2,2,7,2.28,159.489,160.207,32,7,7,7,6,7,6,6,5,5,5,5.608,38.4,39.945,10,7,1,1,1,7,6,4,5,7,1,6.664,136.057,137.365,12,1,7.686,7.686,8.342,1,7,7,7,7,1,7,7,7,9.713,25.796,26.21,10,7,6,7,4,2,9.161,118.809,119.644,6,20.245,155.314,156.148,12,6,6,6,2,2,1,1,6,5,7,7,7,7,7,4.277,11.175,12.883,5,5,5,5,5,5,3,5,5,5,4,2,2,2,2,3,3,2,3,4,3,13.608,91.384,91.963,28,6,5,7,7,6,7,7,6,5.669,27.861,32.282,10,7,7,7,7,7,7,63.683,67.327,69.052,7,6,2,7,6,7,6,20.907,40.461,41.749,9,2,7,1,3,6,1,6,2,6,5,6,38.496,546.817,548.041,15,1,22,0,180,6,0,4,3,2,3.96,85,9,9,0,2,5,4,5,5,5,5,Spring 2025 OBHR 33000-006 LEC
R_1Yg0sKQHmThRtf9,7,6,6,7,4,4,6,4,5,5,2,6,5,53.722,281.097,283.692,19,7,5,6,4,5,4,6,3,2,5,4,2,474.822,504.803,506.583,8,4,4,6,7,3,3,4,7,26.334,82.86,84.571,9,6,6,6,6,6,6,4.688,150.991,218.975,8,6,3,7,7,6,4,4,5,2,4,4,5,1,3,6,5,4,4,6,6,6,6,5,4,10.052,213.996,215.383,28,6,6,7,7,7,4,4,4,4,5,22.132,159.3,162.48,12,2,4,1,5,4,5,4,5,5,4,55.598,170.458,171.837,13,4,29.468,29.468,31.539,1,7,2,7,3,1,7,6,3,8.319,268.806,270.976,11,2,2,4,4,3,9.193,29.835,31.455,5,31.151,126.604,128.719,10,1,3,1,2,1,1,1,5,5,3,2,4,3,2,28.499,72.615,73.564,9,4,4,5,4,5,5,4,2,4,4,2,2,2,1,5,3,1,2,4,1,9.173,120.796,128.417,24,7,6,7,7,7,6,5,6,57.272,79.489,80.541,8,6,7,4,6,6,6,13.206,47.955,49.019,8,5,1,4,2,5,4,102.894,126.877,128.154,8,7,7,7,7,1,5,6,7,7,7,6,20.503,127.922,139.148,14,1,18,0,160,5,9,6,4,1,3.8,60,8,5,2,0,4,3,3,3,4,3,Spring 2025 OBHR 33000-005 LEC
R_57KiZ1dwHb18H19,6,7,6,6,7,5,6,6,5,4,3,5,4,5.97,47.984,49.302,13,5,5,5,4,3,3,2,3,5,1,1,2,16.652,30.753,33.279,8,6,6,2,3,5,6,6,3,27.227,81.798,82.896,9,2,5,5,6,6,5,2.676,12.489,14.204,6,6,1,6,7,6,5,4,4,3,6,6,5,3,5,5,5,6,3,3,1,5,5,2,2,16.115,92.579,94.268,26,7,7,7,7,7,7,7,7,7,7,2.623,18.505,21.332,10,7,5,1,3,3,3,3,3,5,3,6.554,40.678,42.155,11,4,13.106,18.613,20.695,2,6,1,6,2,1,7,7,1,2.734,29.037,30.784,9,4,4,3,3,4,4.585,19.849,21.356,7,4.476,49.135,53.43,11,3,5,2,1,1,3,1,4,5,4,4,5,4,4,5.293,19.567,20.407,8,3,4,3,4,2,2,5,5,3,3,1,1,1,1,1,1,1,1,1,1,4.456,41.398,43.696,23,7,7,7,7,7,7,6,7,8.397,30.245,31.763,8,7,6,7,6,6,6,17.363,34.163,35.852,9,6,4,6,7,7,7,4.411,24.473,26.387,6,6,7,7,3,6,4,2,4,5,5,6,2.79,39.652,46.012,12,1,21,0,190,5,10,1,4,1,3.3,80,6,4,5,0,4,4,1,1,3,1,Spring 2025 OBHR 33000-006 LEC
R_6myW1g7QNnsWnst,4,4,3,5,4,3,4,4,5,4,4,5,5,89.119,111.252,113.022,15,4,5,5,4,4,2,3,4,6,2,3,3,8.952,55.23,57.74,9,4,5,4,6,5,4,4,3,65.132,80.884,81.926,8,4,4,5,4,3,4,90.082,99.632,101.887,7,6,6,7,7,6,3,6,6,3,4,4,5,4,4,5,4,5,5,4,5,4,3,3,4,35.846,318.733,320.142,34,5,5,6,4,5,4,4,4,4,4,24.818,47.175,48.286,10,4,4,2,4,4,4,6,5,5,2,40.793,112.14,113.386,12,4,10.651,10.651,12.197,1,4,2,6,4,2,6,6,2,5.734,30.629,31.584,10,4,6,5,4,5,85.833,97.125,98.611,7,133.733,162.55,163.655,10,4,3,5,2,4,2,4,4,4,5,5,4,5,5,5.57,14.24,16.461,5,4,3,4,3,4,3,5,5,4,2,3,2,2,2,1,2,2,3,2,1,100.849,144.525,145.677,22,6,6,6,6,6,6,6,5,84.081,104.661,106.316,9,4,3,4,4,5,5,23.272,137.304,139.479,9,5,5,5,4,6,4,112.077,121.986,123.278,8,5,6,4,5,5,5,5,4,5,5,5,4.469,26.45,27.655,15,1,19,0,185,6,0,1,4,1,3.5,15,6,6,7,3,5,5,2,4,4,2,Spring 2025 OBHR 33000-006 LEC
R_50utUdn9xRXDbGa,5,6,7,7,4,6,5,3,2,2,2,2,3,7.03,51.5,52.317,16,5,7,7,6,2,1,2,3,6,2,3,2,7.426,65.202,66.39,11,6,7,1,1,7,7,7,1,11.101,32.5,34.093,10,2,6,5,6,5,5,3.282,19.44,22.827,6,6,6,7,7,7,3,5,6,1,2,5,6,2,5,5,3,4,5,4,3,3,5,3,4,5.248,123.766,125.061,24,7,7,7,6,7,5,7,6,6,6,1.991,20.879,22.603,10,6,4,1,2,4,3,3,3,7,3,3.003,30.44,31.62,10,3,12.856,12.856,22.779,1,6,3,6,3,3,6,6,5,4.425,21.371,22.495,9,4,3,4,2,2,11.772,31.569,33.021,5,5.416,81.268,82.201,10,6,5,4,4,1,1,1,4,5,6,6,6,6,6,16.114,21.99,23.322,5,5,4,5,4,4,2,5,3,4,3,3,2,1,1,4,4,1,1,1,1,3.365,37.901,38.913,21,6,6,5,5,6,6,6,7,14.619,32.925,33.947,8,6,6,6,6,6,6,69.2,77.339,78.996,6,2,5,3,2,7,5,3.328,18.027,20.468,7,6,6,5,7,2,5,5,3,3,1,6,2.201,49.562,50.541,11,1,19,0,165,5,10,1,4,1,3.75,90,7,7,4,10,4,4,1,3,3,1,Spring 2025 OBHR 33000-005 LEC
R_7Bb76vV0udTO5pw,6,6,5,5,6,7,6,7,6,2,4,4,3,112.556,210.706,211.733,16,7,7,7,7,6,2,7,5,5,3,2,2,2.877,23.058,23.968,8,4,5,3,6,4,5,6,3,7.163,45.03,47.456,8,2,7,6,5,7,4,5.452,26.569,27.56,7,6,7,6,7,7,1,7,7,2,6,7,7,4,4,4,7,4,7,7,6,7,4,4,5,4.808,86.291,87.121,26,7,7,7,7,7,2,3,5,3,5,25.628,50.928,51.702,10,3,4,4,1,5,7,4,6,6,2,8.364,53.865,54.524,13,1,9.052,9.052,12.779,1,5,2,5,3,2,7,5,2,5.48,192.413,193.358,9,4,4,4,4,5,4.491,21.226,22.118,5,11.161,87.926,88.837,9,4,6,7,1,1,4,2,2,5,6,6,7,6,6,8.984,39.184,39.56,6,4,3,5,5,5,3,5,4,5,3,2,3,4,4,4,3,1,3,3,3,12.482,68.881,71.827,20,6,6,6,6,6,6,6,5,5.273,17.773,18.583,8,4,4,7,6,4,6,29.913,81.778,82.788,6,5,3,6,5,6,6,7.676,23.159,29.135,7,3,5,7,2,4,7,5,5,6,7,6,5.797,81.497,82.801,11,0,19,0,140,5,4,1,4,1,3.45,75,6,3,5,9,5,5,1,3,3,1,Spring 2025 OBHR 33000-008 LEC
R_1CZopFuSXna5eDg,5,6,6,6,5,3,3,5,5,3,2,3,5,7.947,86.592,88.688,15,5,6,6,5,5,3,4,5,5,4,3,4,4.501,38.925,40.367,9,6,5,5,3,4,5,5,3,111.632,133.085,135.513,8,2,6,6,6,6,6,6.013,35.905,37.994,6,5,5,5,6,6,4,6,5,2,6,6,6,2,6,5,5,3,5,5,5,6,3,2,5,12.823,98.995,100.853,26,6,6,6,7,6,6,6,6,6,6,21.614,46.955,48.601,10,6,4,3,3,5,5,5,4,4,5,30.337,89.094,91.533,10,4,483.857,483.857,500.779,1,6,2,6,2,1,6,6,1,8.044,48.103,49.908,9,3,2,3,4,3,36.943,52.427,54.735,5,7.632,56.631,60.704,10,2,5,2,3,2,3,2,3,5,6,6,6,6,6,5.694,14.02,17.148,5,2,3,4,3,4,4,3,3,2,4,1,1,1,2,2,3,1,1,1,1,10.188,51.093,52.669,20,6,6,6,6,6,6,5,6,7.784,30.236,31.436,8,5,5,5,5,6,5,11.297,77.693,79.138,7,3,5,3,4,4,5,18.057,35.578,37.513,6,5,6,6,5,3,3,5,5,3,4,6,8.302,80.384,82.201,12,1,19,0,170,6,2,1,4,1,4,85,6,6,5,4,4,3,1,2,1,1,Spring 2025 OBHR 33000-008 LEC
R_55t4NN7Nw4ASk74,7,6,7,7,7,7,7,7,7,6,7,7,1,3.335,69.15,70.168,16,4,4,7,5,2,1,7,1,7,1,1,1,4.746,25.479,26.9,8,7,7,7,7,7,7,7,7,11.399,34.374,42.191,8,7,7,6,6,6,7,3.565,26.545,28.037,7,7,5,7,7,7,2,7,7,1,6,6,7,1,7,6,7,7,6,7,5,7,2,1,2,7.786,112.088,113.957,27,7,7,7,7,7,7,7,7,7,7,3.927,25.027,25.964,10,6,5,7,3,3,2,7,7,7,1,2.407,43.188,45.48,11,4,11.739,16.241,17.291,2,6,2,6,5,2,6,7,5,13.368,70.734,71.534,13,6,7,7,5,6,6.249,30.001,32.47,6,7.305,55.633,57.385,9,5,2,5,3,1,3,1,3,5,5,5,7,6,6,4.885,19.964,21.121,5,5,5,5,5,5,5,5,5,5,5,2,5,3,5,5,5,1,1,2,1,11.937,38.308,39.767,20,7,7,7,7,7,7,7,7,5.232,26.669,27.9,8,6,6,6,7,6,6,7.77,21.117,22.185,6,7,5,6,7,7,6,3.022,18.953,20.035,7,7,7,7,6,7,2,1,1,5,1,6,5.751,60.043,61.03,13,0,19,0,125,5,8,1,4,1,3.3,50,6,3,4,3,5,5,3,3,3,3,Spring 2025 OBHR 33000-006 LEC
R_7lcvRLPx1b4yqU9,5,5,4,5,5,5,7,7,5,5,5,7,5,71.006,1681.762,1682.422,15,6,7,7,7,5,3,5,3,5,3,3,3,7.009,29.208,30.268,9,5,5,5,4,3,5,5,2,25.763,44.703,46.063,9,1,7,5,7,6,7,2.65,16.161,17.439,6,5,7,7,7,7,1,6,5,1,5,5,7,1,4,4,6,3,5,5,5,3,4,2,4,6.151,91.256,92.021,29,7,7,7,7,7,6,6,4,6,4,3.218,29.776,30.55,13,6,3,1,2,3,5,7,3,5,5,4.893,31.395,32.206,11,4,10.372,10.372,11.2,1,7,1,7,1,1,7,7,1,3.37,43.679,45.43,8,4,3,4,3,5,7.068,63.435,65.121,5,40.601,555.631,556.378,11,1,2,4,3,2,4,1,6,5,3,4,4,4,4,4.543,13.645,14.867,6,2,2,1,3,3,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,8.431,26.713,27.885,20,6,6,6,6,6,6,6,6,14.14,43.224,44.243,12,6,6,6,6,6,7,23.156,44.853,46.891,6,3,5,2,1,4,4,3.81,23.693,25.257,6,3,5,5,2,2,6,2,4,5,4,6,34.271,77.762,79.377,11,0,20,1,135,5,5,1,4,1,3.3,90,5,3,5,8,4,4,1,1,1,1,Spring 2025 OBHR 33000-008 LEC
R_7ul0GUut1TqqQNP,5,6,6,5,5,4,5,6,5,5,4,5,5,6.705,90.553,92.326,15,6,6,6,5,5,3,5,5,5,3,3,3,10.535,41.284,42.243,9,5,5,4,3,5,5,5,3,3.277,24.746,25.619,9,3,6,6,6,5,6,17.801,61.87,68.307,7,5,3,6,6,5,3,5,5,3,5,6,5,3,4,5,5,3,5,5,5,5,5,5,5,9.105,155.871,162.207,35,6,6,6,6,6,6,6,6,6,6,46.607,71.231,72.251,10,6,5,2,4,2,2,3,3,6,5,5.278,57.408,58.428,13,1,29.303,29.303,35.059,1,5,3,5,3,3,5,5,3,11.712,40.599,41.298,9,5,5,4,5,5,23.789,44.392,45.24,7,10.952,56.572,57.439,10,2,5,5,5,3,5,3,5,5,3,3,5,3,3,2.961,16.393,38.113,8,3,4,4,3,3,4,4,3,3,4,1,2,2,2,2,2,1,1,3,1,9.652,470.426,471.934,22,6,6,6,6,6,6,6,6,4.074,23.947,25.347,9,5,5,6,5,6,6,3.804,25.346,27.113,7,5,3,5,5,5,5,9.108,22.613,24.407,7,5,5,5,3,3,5,2,3,5,5,6,3.437,75.29,77.892,12,0,19,0,135,5,7,1,4,1,3.44,90,6,5,4,8,5,5,1,3,3,2,Spring 2025 OBHR 33000-006 LEC
R_5VpX0aSUKAjlpIQ,6,6,6,6,6,5,6,5,6,3,3,6,5,6.011,156.745,157.793,13,5,5,5,2,3,3,4,5,6,3,3,6,3.848,29.421,30.708,8,7,6,2,3,6,6,6,3,3.728,20.111,21.374,8,4,5,6,4,5,5,30.929,61.696,62.731,9,6,5,6,6,6,2,6,6,2,6,7,7,2,5,6,5,3,5,5,5,6,3,2,3,4.572,92.081,93.862,34,6,5,5,6,6,6,6,6,6,6,2.995,23.837,24.643,10,6,3,5,6,5,5,7,3,5,6,3.408,237.005,238.862,10,4,18.614,18.614,20.407,1,6,2,7,3,1,6,6,2,6.934,58.306,59.999,9,5,4,5,2,4,5.691,24.275,25.123,5,10.871,59.67,60.554,10,5,3,2,3,3,3,2,5,5,5,4,6,6,6,4.927,26.611,29.663,9,4,3,3,5,4,3,4,3,4,4,2,2,2,2,1,2,1,1,2,2,3.605,29.5,30.28,20,6,6,6,5,6,5,5,6,7.891,38.692,39.483,8,5,6,7,6,5,6,12.49,43.173,43.588,7,5,2,5,5,5,7,3.37,18.204,19.149,6,7,7,6,6,7,1,6,2,5,3,6,7.08,56.747,57.159,15,1,21,0,170,5,8,"1,8",4,2,2.9,50,5,2,4,5,3,3,2,1,2,1,Spring 2025 OBHR 33000-006 LEC
R_5JCk8YUtgWyq6yK,7,6,5,6,6,1,6,7,7,5,3,6,5,4.751,168.84,169.795,14,7,7,7,7,6,2,6,5,6,2,5,3,5.403,105.285,106.594,8,3,2,5,3,2,5,6,6,4.143,37.738,38.888,8,1,7,6,6,7,7,10.692,30.316,31.689,6,4,5,2,5,7,3,2,7,3,7,6,6,2,6,7,7,5,7,7,7,6,4,3,3,18.241,133.076,134.729,26,7,7,7,7,7,7,4,5,7,4,9.431,51.837,52.688,11,6,2,1,1,6,7,6,7,3,6,5.913,54.072,55.211,11,4,16.217,16.217,17.076,1,6,5,5,4,4,7,6,5,5.576,151.082,152.166,9,6,5,4,2,5,11.333,38.8,39.294,7,182.387,298.853,301.011,10,2,6,5,2,2,2,3,2,5,6,6,6,6,5,7.24,17.945,18.625,5,2,2,2,2,2,3,3,2,2,4,1,5,4,4,1,2,1,1,1,1,5.042,58.72,59.785,21,7,6,7,6,6,6,5,7,82.878,120.094,121.481,8,6,6,6,6,6,6,11.365,36.348,37.334,6,6,2,6,6,7,7,6.597,59.687,60.395,6,6,6,3,5,1,3,5,6,6,6,6,7.951,110.65,111.329,12,1,22,0,148,5,8,1,4,1,2.89,85,5,2,3,5,4,4,4,5,5,5,Spring 2025 OBHR 33000-005 LEC
R_1kjES2mod8BamUI,6,3,7,5,6,6,5,7,4,3,5,3,4,8.436,92.212,94.159,14,4,3,2,3,2,2,5,4,6,1,1,2,12.764,45.223,55.063,12,7,5,2,1,5,5,7,2,6.399,40.128,42.144,11,6,2,1,3,3,5,9.212,37.629,40.496,8,7,5,6,7,6,2,5,6,3,7,7,5,6,1,5,2,5,5,2,5,7,6,3,1,13.973,161.949,173.072,30,2,3,2,5,3,7,6,6,7,7,8.15,52.467,54.687,13,6,3,1,5,3,2,2,5,5,5,11.115,51.428,53.84,11,3,20.124,27.233,30.43,2,7,1,6,2,1,7,7,6,16.92,50.109,51.243,11,5,3,2,4,4,20.424,51.032,53.938,6,13.113,92.202,95.472,12,2,6,3,3,3,5,2,6,5,5,5,6,5,4,5.4,45.024,47.128,5,3,4,4,3,3,4,4,4,1,4,1,1,2,1,2,3,1,1,2,1,13.072,96.568,98.988,20,5,5,6,5,3,6,5,6,5.201,63.946,65.6,8,5,5,6,7,4,5,27.457,51.599,53.966,7,4,3,5,2,6,5,13.722,32.742,35.1,6,6,4,5,3,6,2,2,2,6,5,6,10.897,72.653,74.351,12,1,18,0,145,5,9,1,4,1,3.94,85,6,5,3,0,3,4,1,2,2,1,Spring 2025 OBHR 33000-006 LEC
R_7kLL8Sz8Ueq4vnz,3,6,4,4,4,4,5,5,5,4,4,4,5,6.486,49.514,50.261,16,4,4,3,3,2,4,3,4,5,4,5,3,2.837,22.422,23.232,11,3,5,4,5,4,5,3,5,6.473,22.728,24.098,8,5,4,4,5,4,5,7.59,25.538,27.038,8,5,4,6,6,5,5,4,5,5,4,5,6,3,4,5,6,3,5,6,5,7,4,2,3,3.749,65.194,66.101,25,4,3,3,3,4,5,5,4,5,3,33.379,51.987,53.365,10,5,2,2,4,4,3,5,4,5,4,6.497,34.249,35.079,11,4,12.596,12.596,13.364,1,5,2,6,4,1,6,7,1,10.172,31.146,31.802,10,5,4,5,5,4,7.358,24.854,25.795,6,15.745,63.709,64.721,10,3,6,4,4,2,5,3,3,5,4,4,5,4,4,6.546,15.877,16.929,5,4,4,4,3,4,4,5,5,4,4,4,3,3,3,4,4,3,3,4,1,13.845,41.539,42.819,20,7,6,7,5,5,6,4,7,7.833,25.475,26.306,9,4,5,5,4,4,4,10.761,31.041,31.998,6,5,2,5,4,4,5,9.746,21.533,22.366,6,6,5,5,3,3,4,3,1,4,5,6,8.119,36.245,37.265,12,0,18,0,145,6,5,1,4,1,3.6,65,6,3,2,4,4,5,1,1,3,2,Spring 2025 OBHR 33000-006 LEC
R_3loeu9Erzn4E2Yi,3,5,4,5,4,3,4,7,6,3,3,5,2,6.13,135.948,137,15,6,5,5,5,5,3,7,4,5,6,6,5,4.119,27.969,29.01,8,5,4,4,6,2,5,6,5,167.165,259.049,261.96,8,3,6,5,5,5,5,6.714,26.43,28.401,6,6,6,7,7,6,6,6,7,3,4,5,6,2,4,5,6,4,3,6,4,7,2,3,6,8.387,100.922,102.363,28,7,7,7,7,7,6,6,6,6,6,5.851,26.55,29.8,10,3,5,4,5,1,2,1,3,7,7,3.654,42.136,43.35,12,4,13.969,13.969,22.241,1,4,3,5,3,1,5,5,3,9.373,51.423,52.812,9,5,6,6,4,6,10.763,34.263,35.237,7,12.01,71.427,72.401,10,2,5,2,5,3,2,2,3,5,5,4,6,4,4,9.958,33.49,36.801,6,2,3,5,4,2,5,4,4,1,4,1,2,3,4,3,5,1,1,3,1,6.559,49.176,49.737,22,6,6,6,6,6,6,6,5,10.895,33.294,36.674,8,5,3,5,4,4,3,15.712,361.229,363.157,6,7,3,5,1,5,5,3.752,30.122,30.776,8,4,5,2,4,6,5,2,3,6,7,1,4.602,68.502,81.692,13,0,19,0,145,5,6,1,4,1,3.69,50,5,2,4,3,3,4,1,1,1,1,Spring 2025 OBHR 33000-008 LEC
R_62RUIjZY8K9MH2L,6,5,6,6,5,2,2,5,5,3,2,2,2,8.757,109.324,110.362,14,5,5,6,5,5,4,4,3,5,5,2,3,3.34,17.549,18.628,8,4,3,3,4,5,5,6,5,6.822,24.115,25.4,11,5,6,6,5,6,7,3.226,10.615,11.843,6,5,5,6,6,6,3,5,5,3,5,6,6,6,5,5,4,5,5,5,6,5,5,4,3,292.392,336.74,337.702,26,6,6,7,5,5,5,6,5,7,6,3.305,103.748,104.67,10,5,4,5,3,6,4,6,6,5,5,32.014,52.924,54.201,12,2,14.922,15.718,19.266,2,5,5,6,2,1,4,5,2,4.133,175.407,176.474,8,4,5,4,5,5,339.379,354.548,355.302,7,350.983,402.1,403.719,12,2,3,3,3,1,2,2,7,5,4,5,5,5,6,4.645,22.117,23.094,5,4,4,3,5,3,3,4,5,4,4,2,1,2,2,2,1,1,1,2,1,10.279,51.459,51.934,23,5,6,6,6,7,6,5,5,114.706,131.492,132.272,9,6,6,5,4,4,5,7.001,19.773,20.6,9,7,3,5,6,6,6,4.628,16.241,17.84,6,5,7,1,6,4,5,3,5,5,6,6,207.245,271.379,272.328,13,1,21,0,185,5,9,4,4,1,3,80,4,3,2,3,5,5,3,3,4,3,Spring 2025 OBHR 33000-008 LEC
R_5VylNznvbzYRC49,4,6,5,5,4,3,5,5,5,3,3,3,5,7.143,77.664,78.359,16,5,5,5,4,4,2,5,5,6,2,2,1,4.545,27.737,28.618,10,5,5,3,3,5,5,5,3,4.619,21.794,22.595,10,3,4,4,5,4,6,4.006,20.747,21.401,7,5,4,6,6,5,4,5,5,3,3,6,4,5,3,3,5,3,5,3,3,4,3,5,3,3.221,96.968,97.95,33,6,6,6,6,5,5,6,5,6,5,4.834,34.613,35.386,13,6,1,1,2,5,3,4,6,6,4,4.512,69.016,70.198,17,4,15.927,15.927,20.236,1,6,2,6,2,2,2,6,2,5.358,28.072,30.983,9,4,4,4,4,3,6.077,31.594,32.573,6,25.617,90.7,92.04,11,2,6,4,3,2,4,2,3,5,3,3,4,3,4,3.642,16.055,16.777,10,4,3,4,5,4,2,5,4,4,3,1,2,1,2,1,2,1,1,1,1,12.126,46.425,47.416,24,6,5,7,6,6,6,6,6,5.042,38.433,39.333,13,5,5,5,4,4,5,12.793,33.843,34.845,8,4,4,5,4,6,3,3.878,37.378,38.424,11,5,5,5,5,3,4,5,3,5,5,6,3.111,53.819,54.496,18,1,18,0,200,6,4,1,4,1,3.4,50,5,3,3,1,4,4,1,1,1,1,Spring 2025 OBHR 33000-006 LEC
R_34CLvjPpyz5STTz,5,6,5,4,6,5,4,6,6,4,4,4,3,16.236,259.866,260.428,22,7,7,7,7,4,2,6,6,5,3,3,4,5.707,43.987,44.404,10,3,5,6,7,5,4,5,6,7.672,35.471,37.021,9,7,7,7,7,7,7,31.165,45.014,46.126,8,6,5,7,6,7,3,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,554.792,634.951,636,29,7,7,7,7,7,6,6,4,6,4,3.966,32.174,33.323,10,6,3,3,5,5,4,6,5,5,5,765.313,799.695,803.166,14,4,32.658,32.658,33.37,1,7,2,7,1,1,6,7,1,76.868,153.901,154.577,10,4,4,4,4,2,11.431,41.94,43.056,6,10.013,148.097,152.404,9,2,4,2,4,2,4,4,2,5,5,6,7,4,6,31.7,43.409,44.131,5,4,4,5,5,5,5,5,5,5,5,1,2,1,3,3,3,1,1,2,1,9.755,46.18,47.814,21,6,6,6,7,6,6,6,7,170.169,199.681,202.05,9,5,4,6,6,5,4,11.34,210.591,211.892,6,5,2,6,6,6,5,352.356,376.497,377.274,6,7,7,6,4,4,1,1,2,4,4,6,10.131,70.037,73.793,12,1,20,0,150,5,7,"1,8",4,1,3.15,80,5,4,2,4,5,5,3,5,5,5,Spring 2025 OBHR 33000-005 LEC
